time_tag,flux,data_type
2025-05-14 06:51:00+00:00,1.1665312271702533e-08,historical
2025-05-14 06:51:00+00:00,8.409544420828752e-07,historical
2025-05-14 06:52:00+00:00,1.6245504497192087e-08,historical
2025-05-14 06:52:00+00:00,8.693247082192102e-07,historical
2025-05-14 06:53:00+00:00,1.6098926636232136e-08,historical
2025-05-14 06:53:00+00:00,8.789832577349443e-07,historical
2025-05-14 06:54:00+00:00,1.8174395322034798e-08,historical
2025-05-14 06:54:00+00:00,9.122687743001734e-07,historical
2025-05-14 06:55:00+00:00,1.8167739312957565e-08,historical
2025-05-14 06:55:00+00:00,9.125737960857805e-07,historical
2025-05-14 06:56:00+00:00,2.23605791660475e-08,historical
2025-05-14 06:56:00+00:00,9.430162322132674e-07,historical
2025-05-14 06:57:00+00:00,1.9645048254801623e-08,historical
2025-05-14 06:57:00+00:00,9.592949936632067e-07,historical
2025-05-14 06:58:00+00:00,9.634429716243176e-07,historical
2025-05-14 06:58:00+00:00,2.059843673407613e-08,historical
2025-05-14 06:59:00+00:00,1.9765526104720266e-08,historical
2025-05-14 06:59:00+00:00,9.62769377110817e-07,historical
2025-05-14 07:00:00+00:00,2.2349938788579493e-08,historical
2025-05-14 07:00:00+00:00,9.771309805728379e-07,historical
2025-05-14 07:01:00+00:00,2.573442969833195e-08,historical
2025-05-14 07:01:00+00:00,1.0029186796600698e-06,historical
2025-05-14 07:02:00+00:00,2.770564933030073e-08,historical
2025-05-14 07:02:00+00:00,1.0303158433089266e-06,historical
2025-05-14 07:03:00+00:00,3.4591540298833934e-08,historical
2025-05-14 07:03:00+00:00,1.0896031881202362e-06,historical
2025-05-14 07:04:00+00:00,4.1152848240244566e-08,historical
2025-05-14 07:04:00+00:00,1.1632027963059954e-06,historical
2025-05-14 07:05:00+00:00,4.8166679533778733e-08,historical
2025-05-14 07:05:00+00:00,1.2420358643794316e-06,historical
2025-05-14 07:06:00+00:00,6.411654140947576e-08,historical
2025-05-14 07:06:00+00:00,1.383300968882395e-06,historical
2025-05-14 07:07:00+00:00,1.531871362203674e-06,historical
2025-05-14 07:07:00+00:00,8.091937075960232e-08,historical
2025-05-14 07:08:00+00:00,1.0558069618582522e-07,historical
2025-05-14 07:08:00+00:00,1.7321891618848895e-06,historical
2025-05-14 07:09:00+00:00,1.5386032714559406e-07,historical
2025-05-14 07:09:00+00:00,2.0925795070070308e-06,historical
2025-05-14 07:10:00+00:00,2.365123350500653e-07,historical
2025-05-14 07:10:00+00:00,2.6302382138965186e-06,historical
2025-05-14 07:11:00+00:00,3.1829188174015144e-07,historical
2025-05-14 07:11:00+00:00,3.194491227986873e-06,historical
2025-05-14 07:12:00+00:00,3.9052520151017234e-07,historical
2025-05-14 07:12:00+00:00,3.6741996609634953e-06,historical
2025-05-14 07:13:00+00:00,4.7421247018064605e-07,historical
2025-05-14 07:13:00+00:00,4.236774202581728e-06,historical
2025-05-14 07:14:00+00:00,5.460681222757557e-07,historical
2025-05-14 07:14:00+00:00,4.759835974255111e-06,historical
2025-05-14 07:15:00+00:00,5.023558060202049e-06,historical
2025-05-14 07:15:00+00:00,5.679252126356005e-07,historical
2025-05-14 07:16:00+00:00,5.950568038315396e-07,historical
2025-05-14 07:16:00+00:00,5.204281933401944e-06,historical
2025-05-14 07:17:00+00:00,6.027839276612212e-07,historical
2025-05-14 07:17:00+00:00,5.283431164571084e-06,historical
2025-05-14 07:18:00+00:00,6.151995535219612e-07,historical
2025-05-14 07:18:00+00:00,5.395244443207048e-06,historical
2025-05-14 07:19:00+00:00,5.5001005421218e-06,historical
2025-05-14 07:19:00+00:00,6.173078190840897e-07,historical
2025-05-14 07:20:00+00:00,6.034748025740555e-07,historical
2025-05-14 07:20:00+00:00,5.555966708925553e-06,historical
2025-05-14 07:21:00+00:00,5.72609963001014e-07,historical
2025-05-14 07:21:00+00:00,5.479807896335842e-06,historical
2025-05-14 07:22:00+00:00,5.392165007833682e-07,historical
2025-05-14 07:22:00+00:00,5.384145424613962e-06,historical
2025-05-14 07:23:00+00:00,5.207024969422491e-06,historical
2025-05-14 07:23:00+00:00,4.950445031681738e-07,historical
2025-05-14 07:24:00+00:00,5.020669505029218e-06,historical
2025-05-14 07:24:00+00:00,4.5339245957620733e-07,historical
2025-05-14 07:25:00+00:00,4.127613806303998e-07,historical
2025-05-14 07:25:00+00:00,4.860150056629209e-06,historical
2025-05-14 07:26:00+00:00,3.708918256961624e-07,historical
2025-05-14 07:26:00+00:00,4.623892436939059e-06,historical
2025-05-14 07:27:00+00:00,3.356643105689727e-07,historical
2025-05-14 07:27:00+00:00,4.41646534454776e-06,historical
2025-05-14 07:28:00+00:00,3.00327769764408e-07,historical
2025-05-14 07:28:00+00:00,4.221361450618133e-06,historical
2025-05-14 07:29:00+00:00,2.6863665425480576e-07,historical
2025-05-14 07:29:00+00:00,4.023342171421973e-06,historical
2025-05-14 07:30:00+00:00,2.3807673699138832e-07,historical
2025-05-14 07:30:00+00:00,3.8440821299445815e-06,historical
2025-05-14 07:31:00+00:00,2.1424474994091725e-07,historical
2025-05-14 07:31:00+00:00,3.6764288324775407e-06,historical
2025-05-14 07:32:00+00:00,3.512579496600665e-06,historical
2025-05-14 07:32:00+00:00,1.9211339008506911e-07,historical
2025-05-14 07:33:00+00:00,1.736780603778243e-07,historical
2025-05-14 07:33:00+00:00,3.359966967764194e-06,historical
2025-05-14 07:34:00+00:00,1.5704277700478997e-07,historical
2025-05-14 07:34:00+00:00,3.2190805541176815e-06,historical
2025-05-14 07:35:00+00:00,1.4197300401974644e-07,historical
2025-05-14 07:35:00+00:00,3.0941178010834847e-06,historical
2025-05-14 07:36:00+00:00,1.3127021247782977e-07,historical
2025-05-14 07:36:00+00:00,3.0061614779697265e-06,historical
2025-05-14 07:37:00+00:00,1.3076407867629314e-07,historical
2025-05-14 07:37:00+00:00,3.043419610548881e-06,historical
2025-05-14 07:38:00+00:00,1.850672219916305e-07,historical
2025-05-14 07:38:00+00:00,3.5698192277777707e-06,historical
2025-05-14 07:39:00+00:00,4.1899073721651803e-07,historical
2025-05-14 07:39:00+00:00,5.328460702003213e-06,historical
2025-05-14 07:40:00+00:00,7.44298006338795e-07,historical
2025-05-14 07:40:00+00:00,7.815443495928776e-06,historical
2025-05-14 07:41:00+00:00,9.596858035365585e-06,historical
2025-05-14 07:41:00+00:00,9.622174275136786e-07,historical
2025-05-14 07:42:00+00:00,1.1253188176851836e-06,historical
2025-05-14 07:42:00+00:00,1.0583376933936961e-05,historical
2025-05-14 07:43:00+00:00,1.2677896847890224e-06,historical
2025-05-14 07:43:00+00:00,1.1360508324287366e-05,historical
2025-05-14 07:44:00+00:00,1.2816695971196168e-06,historical
2025-05-14 07:44:00+00:00,1.18198058771668e-05,historical
2025-05-14 07:45:00+00:00,1.2359290622043773e-06,historical
2025-05-14 07:45:00+00:00,1.2051773410348687e-05,historical
2025-05-14 07:46:00+00:00,1.1469529681562562e-06,historical
2025-05-14 07:46:00+00:00,1.1831562005681917e-05,historical
2025-05-14 07:47:00+00:00,9.754121492733248e-07,historical
2025-05-14 07:47:00+00:00,1.1126190656796098e-05,historical
2025-05-14 07:48:00+00:00,7.868393936405482e-07,historical
2025-05-14 07:48:00+00:00,1.012271150102606e-05,historical
2025-05-14 07:49:00+00:00,8.950088158599101e-06,historical
2025-05-14 07:49:00+00:00,6.191446573211579e-07,historical
2025-05-14 07:50:00+00:00,4.999062639399199e-07,historical
2025-05-14 07:50:00+00:00,7.966134035086725e-06,historical
2025-05-14 07:51:00+00:00,4.102793980109709e-07,historical
2025-05-14 07:51:00+00:00,7.149842531362083e-06,historical
2025-05-14 07:52:00+00:00,3.33967165033755e-07,historical
2025-05-14 07:52:00+00:00,6.3623583628213964e-06,historical
2025-05-14 07:53:00+00:00,5.722052264900412e-06,historical
2025-05-14 07:53:00+00:00,2.735099258188711e-07,historical
2025-05-14 07:54:00+00:00,2.3772867052684887e-07,historical
2025-05-14 07:54:00+00:00,5.198446615395369e-06,historical
2025-05-14 07:55:00+00:00,2.029094900990458e-07,historical
2025-05-14 07:55:00+00:00,4.7594935494998936e-06,historical
2025-05-14 07:56:00+00:00,1.7762643267360545e-07,historical
2025-05-14 07:56:00+00:00,4.385635293147061e-06,historical
2025-05-14 07:57:00+00:00,4.053234988532495e-06,historical
2025-05-14 07:57:00+00:00,1.559514259952266e-07,historical
2025-05-14 07:58:00+00:00,3.803031404459034e-06,historical
2025-05-14 07:58:00+00:00,1.411497692060948e-07,historical
2025-05-14 07:59:00+00:00,1.30285513932904e-07,historical
2025-05-14 07:59:00+00:00,3.6025980989506934e-06,historical
2025-05-14 08:00:00+00:00,1.227231649636451e-07,historical
2025-05-14 08:00:00+00:00,3.4426582260493888e-06,historical
2025-05-14 08:01:00+00:00,1.1673002831003032e-07,historical
2025-05-14 08:01:00+00:00,3.3203709790541325e-06,historical
2025-05-14 08:02:00+00:00,1.137130354322835e-07,historical
2025-05-14 08:02:00+00:00,3.233797087887069e-06,historical
2025-05-14 08:03:00+00:00,3.1614292765880236e-06,historical
2025-05-14 08:03:00+00:00,1.0979159270618766e-07,historical
2025-05-14 08:04:00+00:00,1.1363626128968463e-07,historical
2025-05-14 08:04:00+00:00,3.1342442525783554e-06,historical
2025-05-14 08:05:00+00:00,1.5247344720137335e-07,historical
2025-05-14 08:05:00+00:00,3.3094831906055333e-06,historical
2025-05-14 08:06:00+00:00,1.6779216593931778e-07,historical
2025-05-14 08:06:00+00:00,3.4558697734610178e-06,historical
2025-05-14 08:07:00+00:00,3.605259280448081e-06,historical
2025-05-14 08:07:00+00:00,1.8615230601426447e-07,historical
2025-05-14 08:08:00+00:00,2.0944433742897672e-07,historical
2025-05-14 08:08:00+00:00,3.806288304986083e-06,historical
2025-05-14 08:09:00+00:00,2.511866341592395e-07,historical
2025-05-14 08:09:00+00:00,4.085163709532935e-06,historical
2025-05-14 08:10:00+00:00,3.5438299050838395e-07,historical
2025-05-14 08:10:00+00:00,4.608542440109886e-06,historical
2025-05-14 08:11:00+00:00,4.480301072362636e-07,historical
2025-05-14 08:11:00+00:00,5.1212582548032515e-06,historical
2025-05-14 08:12:00+00:00,5.536036269404576e-07,historical
2025-05-14 08:12:00+00:00,5.60860826226417e-06,historical
2025-05-14 08:13:00+00:00,6.719698717461142e-07,historical
2025-05-14 08:13:00+00:00,6.18875901636784e-06,historical
2025-05-14 08:14:00+00:00,8.126125408125517e-07,historical
2025-05-14 08:14:00+00:00,6.943078005861025e-06,historical
2025-05-14 08:15:00+00:00,8.257989065896254e-06,historical
2025-05-14 08:15:00+00:00,1.1047694670196506e-06,historical
2025-05-14 08:16:00+00:00,8.53719757287763e-06,historical
2025-05-14 08:16:00+00:00,2.7627649615169503e-05,historical
2025-05-14 08:17:00+00:00,5.738269101129845e-05,historical
2025-05-14 08:17:00+00:00,0.0001400414330419153,historical
2025-05-14 08:18:00+00:00,8.876831270754337e-05,historical
2025-05-14 08:18:00+00:00,0.00024980405578389764,historical
2025-05-14 08:19:00+00:00,8.012978651095182e-05,historical
2025-05-14 08:19:00+00:00,0.00025165098486468196,historical
2025-05-14 08:20:00+00:00,7.609804015373811e-05,historical
2025-05-14 08:20:00+00:00,0.00023776876332703978,historical
2025-05-14 08:21:00+00:00,7.976317283464596e-05,historical
2025-05-14 08:21:00+00:00,0.000240936380578205,historical
2025-05-14 08:22:00+00:00,8.082629210548475e-05,historical
2025-05-14 08:22:00+00:00,0.0002471694315318018,historical
2025-05-14 08:23:00+00:00,0.0002583611640147865,historical
2025-05-14 08:23:00+00:00,8.319016342284158e-05,historical
2025-05-14 08:24:00+00:00,8.446844731224701e-05,historical
2025-05-14 08:24:00+00:00,0.00026925583370029926,historical
2025-05-14 08:25:00+00:00,7.970343722263351e-05,historical
2025-05-14 08:25:00+00:00,0.0002701255143620074,historical
2025-05-14 08:26:00+00:00,6.892412784509361e-05,historical
2025-05-14 08:26:00+00:00,0.00025414704577997327,historical
2025-05-14 08:27:00+00:00,5.750251511926763e-05,historical
2025-05-14 08:27:00+00:00,0.00022847381478641182,historical
2025-05-14 08:28:00+00:00,4.629835166269913e-05,historical
2025-05-14 08:28:00+00:00,0.00019835084094665945,historical
2025-05-14 08:29:00+00:00,3.673029277706519e-05,historical
2025-05-14 08:29:00+00:00,0.00017009940347634256,historical
2025-05-14 08:30:00+00:00,2.908662827394437e-05,historical
2025-05-14 08:30:00+00:00,0.00014537984679918736,historical
2025-05-14 08:31:00+00:00,0.00012459512799978256,historical
2025-05-14 08:31:00+00:00,2.324674278497696e-05,historical
2025-05-14 08:32:00+00:00,1.912193874886725e-05,historical
2025-05-14 08:32:00+00:00,0.0001071885199053213,historical
2025-05-14 08:33:00+00:00,1.622991476324387e-05,historical
2025-05-14 08:33:00+00:00,9.202318324241787e-05,historical
2025-05-14 08:34:00+00:00,1.3872142517357133e-05,historical
2025-05-14 08:34:00+00:00,8.043102570809424e-05,historical
2025-05-14 08:35:00+00:00,1.169440565718105e-05,historical
2025-05-14 08:35:00+00:00,7.050422573229298e-05,historical
2025-05-14 08:36:00+00:00,9.978725756809581e-06,historical
2025-05-14 08:36:00+00:00,6.244165706448257e-05,historical
2025-05-14 08:37:00+00:00,8.415836418862455e-06,historical
2025-05-14 08:37:00+00:00,5.5279717344092205e-05,historical
2025-05-14 08:38:00+00:00,7.018225460342364e-06,historical
2025-05-14 08:38:00+00:00,4.878013351117261e-05,historical
2025-05-14 08:39:00+00:00,4.358480146038346e-05,historical
2025-05-14 08:39:00+00:00,6.01286001256085e-06,historical
2025-05-14 08:40:00+00:00,5.258240435068728e-06,historical
2025-05-14 08:40:00+00:00,3.926636418327689e-05,historical
2025-05-14 08:41:00+00:00,4.492229436436901e-06,historical
2025-05-14 08:41:00+00:00,3.500123057165183e-05,historical
2025-05-14 08:42:00+00:00,3.7817226257175207e-06,historical
2025-05-14 08:42:00+00:00,3.107055454165675e-05,historical
2025-05-14 08:43:00+00:00,3.2013069812819595e-06,historical
2025-05-14 08:43:00+00:00,2.7780743039329536e-05,historical
2025-05-14 08:44:00+00:00,2.6859900117415236e-06,historical
2025-05-14 08:44:00+00:00,2.4844788640621118e-05,historical
2025-05-14 08:45:00+00:00,2.2826361600891687e-06,historical
2025-05-14 08:45:00+00:00,2.2351614461513236e-05,historical
2025-05-14 08:46:00+00:00,1.9405870261834934e-06,historical
2025-05-14 08:46:00+00:00,2.014708661590703e-05,historical
2025-05-14 08:47:00+00:00,1.6490002963109873e-06,historical
2025-05-14 08:47:00+00:00,1.813754533941392e-05,historical
2025-05-14 08:48:00+00:00,1.4022026562088286e-06,historical
2025-05-14 08:48:00+00:00,1.6342892195098102e-05,historical
2025-05-14 08:49:00+00:00,1.4798404663451947e-05,historical
2025-05-14 08:49:00+00:00,1.2009212468910846e-06,historical
2025-05-14 08:50:00+00:00,1.0358619420003379e-06,historical
2025-05-14 08:50:00+00:00,1.3428217243927065e-05,historical
2025-05-14 08:51:00+00:00,9.054490988091857e-07,historical
2025-05-14 08:51:00+00:00,1.2270808838366065e-05,historical
2025-05-14 08:52:00+00:00,7.999202580322162e-07,historical
2025-05-14 08:52:00+00:00,1.1304469808237627e-05,historical
2025-05-14 08:53:00+00:00,7.095077307894826e-07,historical
2025-05-14 08:53:00+00:00,1.0486728569958359e-05,historical
2025-05-14 08:54:00+00:00,6.380344075296307e-07,historical
2025-05-14 08:54:00+00:00,9.749892342370003e-06,historical
2025-05-14 08:55:00+00:00,5.808560104014759e-07,historical
2025-05-14 08:55:00+00:00,9.121645234699827e-06,historical
2025-05-14 08:56:00+00:00,5.306430921336869e-07,historical
2025-05-14 08:56:00+00:00,8.58316161611583e-06,historical
2025-05-14 08:57:00+00:00,8.130366040859371e-06,historical
2025-05-14 08:57:00+00:00,4.924856966681546e-07,historical
2025-05-14 08:58:00+00:00,4.5846854845876805e-07,historical
2025-05-14 08:58:00+00:00,7.754364560241811e-06,historical
2025-05-14 08:59:00+00:00,4.2945688960571715e-07,historical
2025-05-14 08:59:00+00:00,7.411221304209903e-06,historical
2025-05-14 09:00:00+00:00,4.0334151663046214e-07,historical
2025-05-14 09:00:00+00:00,7.1094018494477496e-06,historical
2025-05-14 09:01:00+00:00,6.842717084509786e-06,historical
2025-05-14 09:01:00+00:00,3.842237390472292e-07,historical
2025-05-14 09:02:00+00:00,3.681845157643693e-07,historical
2025-05-14 09:02:00+00:00,6.616745395149337e-06,historical
2025-05-14 09:03:00+00:00,3.548035181211162e-07,historical
2025-05-14 09:03:00+00:00,6.411941285477951e-06,historical
2025-05-14 09:04:00+00:00,3.409383282360068e-07,historical
2025-05-14 09:04:00+00:00,6.2318767959368415e-06,historical
2025-05-14 09:05:00+00:00,6.074785687815165e-06,historical
2025-05-14 09:05:00+00:00,3.272419917266234e-07,historical
2025-05-14 09:06:00+00:00,5.932928615948185e-06,historical
2025-05-14 09:06:00+00:00,3.1650145615458314e-07,historical
2025-05-14 09:07:00+00:00,3.0595495559282426e-07,historical
2025-05-14 09:07:00+00:00,5.797463018097915e-06,historical
2025-05-14 09:08:00+00:00,2.9554090019701107e-07,historical
2025-05-14 09:08:00+00:00,5.6716971812420525e-06,historical
2025-05-14 09:09:00+00:00,2.8593308343261015e-07,historical
2025-05-14 09:09:00+00:00,5.550869900616817e-06,historical
2025-05-14 09:10:00+00:00,2.7894097343050817e-07,historical
2025-05-14 09:10:00+00:00,5.445998340292135e-06,historical
2025-05-14 09:11:00+00:00,5.3416829359775875e-06,historical
2025-05-14 09:11:00+00:00,2.695443015454657e-07,historical
2025-05-14 09:12:00+00:00,2.615269636407902e-07,historical
2025-05-14 09:12:00+00:00,5.250690719549311e-06,historical
2025-05-14 09:13:00+00:00,2.5442989226576174e-07,historical
2025-05-14 09:13:00+00:00,5.17651187692536e-06,historical
2025-05-14 09:14:00+00:00,2.4669256504239456e-07,historical
2025-05-14 09:14:00+00:00,5.092865194455953e-06,historical
2025-05-14 09:15:00+00:00,5.0084604481526185e-06,historical
2025-05-14 09:15:00+00:00,2.3934239834488835e-07,historical
2025-05-14 09:16:00+00:00,2.3406357740896055e-07,historical
2025-05-14 09:16:00+00:00,4.937491667078575e-06,historical
2025-05-14 09:17:00+00:00,2.302254245023505e-07,historical
2025-05-14 09:17:00+00:00,4.876715593127301e-06,historical
2025-05-14 09:18:00+00:00,2.2475614969152957e-07,historical
2025-05-14 09:18:00+00:00,4.822408300242387e-06,historical
2025-05-14 09:19:00+00:00,2.2000038768510422e-07,historical
2025-05-14 09:19:00+00:00,4.767794052895624e-06,historical
2025-05-14 09:20:00+00:00,2.1527685589717294e-07,historical
2025-05-14 09:20:00+00:00,4.708763299277052e-06,historical
2025-05-14 09:21:00+00:00,2.1055828369753726e-07,historical
2025-05-14 09:21:00+00:00,4.660317699745065e-06,historical
2025-05-14 09:22:00+00:00,2.0231709640938789e-07,historical
2025-05-14 09:22:00+00:00,4.6306026888487395e-06,historical
2025-05-14 09:23:00+00:00,4.609255483956076e-06,historical
2025-05-14 09:23:00+00:00,1.99360982833241e-07,historical
2025-05-14 09:24:00+00:00,1.9564606645872118e-07,historical
2025-05-14 09:24:00+00:00,4.579949290928198e-06,historical
2025-05-14 09:25:00+00:00,1.9338109780164814e-07,historical
2025-05-14 09:25:00+00:00,4.551162874122383e-06,historical
2025-05-14 09:26:00+00:00,1.9125236860872974e-07,historical
2025-05-14 09:26:00+00:00,4.518012246990111e-06,historical
2025-05-14 09:27:00+00:00,1.876291406688324e-07,historical
2025-05-14 09:27:00+00:00,4.482146323425695e-06,historical
2025-05-14 09:28:00+00:00,1.8463173034888314e-07,historical
2025-05-14 09:28:00+00:00,4.44529541709926e-06,historical
2025-05-14 09:29:00+00:00,1.8112784516688407e-07,historical
2025-05-14 09:29:00+00:00,4.39944960817229e-06,historical
2025-05-14 09:30:00+00:00,1.7758418380253715e-07,historical
2025-05-14 09:30:00+00:00,4.353159965830855e-06,historical
2025-05-14 09:31:00+00:00,4.305307356844423e-06,historical
2025-05-14 09:31:00+00:00,1.7548137520861928e-07,historical
2025-05-14 09:32:00+00:00,1.6970560068330087e-07,historical
2025-05-14 09:32:00+00:00,4.252182407071814e-06,historical
2025-05-14 09:33:00+00:00,1.6594644591805263e-07,historical
2025-05-14 09:33:00+00:00,4.200190687697614e-06,historical
2025-05-14 09:34:00+00:00,1.6209665432143083e-07,historical
2025-05-14 09:34:00+00:00,4.148614152654773e-06,historical
2025-05-14 09:35:00+00:00,4.098427325516241e-06,historical
2025-05-14 09:35:00+00:00,1.571441430314735e-07,historical
2025-05-14 09:36:00+00:00,1.5117537088826793e-07,historical
2025-05-14 09:36:00+00:00,4.050732059113216e-06,historical
2025-05-14 09:37:00+00:00,1.4971747930303536e-07,historical
2025-05-14 09:37:00+00:00,4.007796178484568e-06,historical
2025-05-14 09:38:00+00:00,1.4624465904944373e-07,historical
2025-05-14 09:38:00+00:00,3.963517883676104e-06,historical
2025-05-14 09:39:00+00:00,1.4295316930201807e-07,historical
2025-05-14 09:39:00+00:00,3.913173259206815e-06,historical
2025-05-14 09:40:00+00:00,3.8765415411035065e-06,historical
2025-05-14 09:40:00+00:00,1.3745260218911426e-07,historical
2025-05-14 09:41:00+00:00,1.358572063736574e-07,historical
2025-05-14 09:41:00+00:00,3.846905656246236e-06,historical
2025-05-14 09:42:00+00:00,1.3374723550896306e-07,historical
2025-05-14 09:42:00+00:00,3.814652700384613e-06,historical
2025-05-14 09:43:00+00:00,1.322748630627757e-07,historical
2025-05-14 09:43:00+00:00,3.7858555970160523e-06,historical
2025-05-14 09:44:00+00:00,1.297000551403471e-07,historical
2025-05-14 09:44:00+00:00,3.760911795325228e-06,historical
2025-05-14 09:45:00+00:00,1.2769581303473387e-07,historical
2025-05-14 09:45:00+00:00,3.7416753002617043e-06,historical
2025-05-14 09:46:00+00:00,1.2831864637519175e-07,historical
2025-05-14 09:46:00+00:00,3.732729055627715e-06,historical
2025-05-14 09:47:00+00:00,1.2887497291558248e-07,historical
2025-05-14 09:47:00+00:00,3.7248919397825375e-06,historical
2025-05-14 09:48:00+00:00,3.71214537153719e-06,historical
2025-05-14 09:48:00+00:00,1.3048392588643765e-07,historical
2025-05-14 09:49:00+00:00,1.286107220721533e-07,historical
2025-05-14 09:49:00+00:00,3.7084125779074384e-06,historical
2025-05-14 09:50:00+00:00,1.2935991833273874e-07,historical
2025-05-14 09:50:00+00:00,3.7147276543691987e-06,historical
2025-05-14 09:51:00+00:00,1.2949071503953746e-07,historical
2025-05-14 09:51:00+00:00,3.71354849448835e-06,historical
2025-05-14 09:52:00+00:00,1.2718436437353375e-07,historical
2025-05-14 09:52:00+00:00,3.6964393075322732e-06,historical
2025-05-14 09:53:00+00:00,1.2557144657421304e-07,historical
2025-05-14 09:53:00+00:00,3.6762885429197922e-06,historical
2025-05-14 09:54:00+00:00,1.2451725694972993e-07,historical
2025-05-14 09:54:00+00:00,3.65475466423959e-06,historical
2025-05-14 09:55:00+00:00,1.2636633073270787e-07,historical
2025-05-14 09:55:00+00:00,3.6535971048579086e-06,historical
2025-05-14 09:56:00+00:00,3.6718934097734746e-06,historical
2025-05-14 09:56:00+00:00,1.2679510064117494e-07,historical
2025-05-14 09:57:00+00:00,3.6864628327748505e-06,historical
2025-05-14 09:57:00+00:00,1.2864123277722683e-07,historical
2025-05-14 09:58:00+00:00,1.252328161172045e-07,historical
2025-05-14 09:58:00+00:00,3.6765588902198942e-06,historical
2025-05-14 09:59:00+00:00,1.275745091788849e-07,historical
2025-05-14 09:59:00+00:00,3.676600726976176e-06,historical
2025-05-14 10:00:00+00:00,1.276410586115162e-07,historical
2025-05-14 10:00:00+00:00,3.6724334222526522e-06,historical
2025-05-14 10:01:00+00:00,1.2608188626472838e-07,historical
2025-05-14 10:01:00+00:00,3.6470789837039774e-06,historical
2025-05-14 10:02:00+00:00,1.232424438057933e-07,historical
2025-05-14 10:02:00+00:00,3.6143446777714416e-06,historical
2025-05-14 10:03:00+00:00,1.205538495696601e-07,historical
2025-05-14 10:03:00+00:00,3.5825719351123553e-06,historical
2025-05-14 10:04:00+00:00,1.1898431750978489e-07,historical
2025-05-14 10:04:00+00:00,3.5467453471937915e-06,historical
2025-05-14 10:05:00+00:00,3.5129480693285586e-06,historical
2025-05-14 10:05:00+00:00,1.164197485081786e-07,historical
2025-05-14 10:06:00+00:00,1.121560231354124e-07,historical
2025-05-14 10:06:00+00:00,3.47579543813481e-06,historical
2025-05-14 10:07:00+00:00,1.0762979485434698e-07,historical
2025-05-14 10:07:00+00:00,3.442541355980211e-06,historical
2025-05-14 10:08:00+00:00,1.0657914373268795e-07,historical
2025-05-14 10:08:00+00:00,3.406215000723023e-06,historical
2025-05-14 10:09:00+00:00,1.028848473083599e-07,historical
2025-05-14 10:09:00+00:00,3.3663473004708067e-06,historical
2025-05-14 10:10:00+00:00,1.003389158427126e-07,historical
2025-05-14 10:10:00+00:00,3.3277933653153013e-06,historical
2025-05-14 10:11:00+00:00,1.0164313124505497e-07,historical
2025-05-14 10:11:00+00:00,3.290527502031182e-06,historical
2025-05-14 10:12:00+00:00,9.726603877879825e-08,historical
2025-05-14 10:12:00+00:00,3.2499963253940223e-06,historical
2025-05-14 10:13:00+00:00,3.2085479233501246e-06,historical
2025-05-14 10:13:00+00:00,9.492021746382306e-08,historical
2025-05-14 10:14:00+00:00,9.192689987003178e-08,historical
2025-05-14 10:14:00+00:00,3.1687982300354633e-06,historical
2025-05-14 10:15:00+00:00,8.988097732753886e-08,historical
2025-05-14 10:15:00+00:00,3.1318854780693073e-06,historical
2025-05-14 10:16:00+00:00,8.718344446378978e-08,historical
2025-05-14 10:16:00+00:00,3.0996789064374752e-06,historical
2025-05-14 10:17:00+00:00,8.501106663061364e-08,historical
